date,ticker,dollar_volume,adj close,atr,bb_high,bb_low,bb_mid,garman_klass_vol,macd,rsi,return_1m,return_2m,return_3m,return_6m,return_9m,return_12m
2016-11-30,ADANIENT.NS,133.1498203994791,36.29969024658203,-0.6697726104443219,3.605435608809031,3.505968885550715,3.555702247179873,0.0004821170633438157,-0.1365804766316161,54.018229140089,0.017189746975313724,0.017727120569908772,-0.02224002220748733,-0.011295683497373199,0.017677771085493177,-0.014936026920335244
2016-11-30,ADANIPORTS.NS,1237.7348324901639,265.7508239746094,-0.4948729799022097,5.6705861709572645,5.479485419786402,5.575035795371833,-0.0006960113907692795,-0.32659652752946094,52.21087474929961,-0.09478829748695039,0.04037291449416425,0.018603300335134243,0.0634278478307222,0.039666830753557925,0.0034054109970214075
2016-11-30,APOLLOHOSP.NS,267.815530832101,1163.7938232421875,-0.5541474715417511,7.17024155579966,7.008293967101989,7.089267761450825,-0.00014500569619564554,-0.6675217968729917,41.486330041084486,-0.10798493815690313,-0.046018401400634734,-0.039745318882342784,-0.022371965464990096,-0.021801241438778818,-0.008196381312895906
2016-11-30,ASIANPAINT.NS,1780.9293898800977,917.0210571289062,-0.4082693031560214,6.937867551711944,6.704477608842213,6.821172580277079,-0.0008595794278227443,-1.3576329024216798,41.593584547819205,-0.09121596302942914,-0.08474526633222068,-0.05656718757273094,-0.001248183552156057,0.016169092717215117,0.01286376972598302
2016-11-30,AXISBANK.NS,4114.37936855701,462.6855163574219,-0.5242873994910529,6.200511633968505,6.112601590444459,6.156556612206482,0.0001744142604865927,-0.9957620699142408,39.60184716215468,-0.035017385088444763,-0.06837617788327988,-0.07665353056186786,-0.013710823924740545,0.026203776038559168,0.0009892300963656453
2016-11-30,BAJAJ-AUTO.NS,724.1748725149333,2164.484130859375,0.04239269693306571,7.7544460792098535,7.599729591784878,7.677087835497366,-0.018203128360372533,-0.9890166807933113,46.917335010837064,-0.05721356450496495,-0.025514704560272716,-0.03397066370497159,0.004522848916901578,0.02506528404745345,0.008691985668232372
2016-11-30,BAJAJFINSV.NS,1443.7832527385312,297.99713134765625,-0.7308995561250302,5.802000550290027,5.615091908810425,5.708546229550226,0.0005029813160855343,-0.39169514334775407,47.34330020159598,-0.11622146952706913,-0.013042978516582204,0.002543546713480449,0.08619411517763331,0.07118785660563853,0.037596431048766865
2016-11-30,BAJFINANCE.NS,1863.269171658584,899.0311889648438,-0.8640648698995954,6.9259458174001995,6.646448011168255,6.786196914284227,0.0001527010001144731,-0.574282732309336,45.39148069010984,-0.14241771424060112,-0.06666988511503968,-0.05820963666616907,0.03271183546399192,0.050362354104405815,0.043451875975377474
2016-11-30,BHARTIARTL.NS,845.3571409273638,282.0837707519531,-1.0849773220512615,5.637750765772131,5.540641072428613,5.589195919100372,-0.0005052444743898751,-0.14477418563678032,56.98601795880739,0.018033423333775778,0.016738830464934962,-0.007136696469901338,-0.01248781627423079,0.0036028997091928083,-0.0021361900831051717
2016-11-30,BPCL.NS,1528.9068479310652,132.3651885986328,0.12292329051058885,4.9262562551951765,4.8665418811787875,4.896399068186982,-0.09089765109492294,-0.19629789037971984,50.71077635057417,-0.037515939814102395,0.02526831764551396,0.022368999350288243,0.049106188043568366,0.060882281827350226,0.033044221555975195
2016-11-30,BRITANNIA.NS,558.3631647851911,1369.2352294921875,-0.7318848273329676,7.328244067948432,7.135654546619458,7.231949307283945,-0.0026223228262655914,-1.013045095713021,43.24111889909408,-0.08425564091716364,-0.050486774626804065,-0.04301682602076928,0.020367684304557265,0.011471130424724585,0.0037520139903164385
2016-11-30,CIPLA.NS,750.2092981108601,542.5149536132812,-0.21613416306425237,6.313699390530754,6.230666767283438,6.272183078907096,-0.0007963479974752553,-0.28917063611819227,51.23298319943203,-0.014865737439394455,-0.011661852869244815,-0.00256125502890725,0.031270587185457055,0.011239322712364608,-0.010284278222879806
2016-11-30,COALINDIA.NS,521.5294123505837,162.6482696533203,1.2568467598607043,5.170141565232428,5.051427014442829,5.110784289837628,-0.16157630775943163,-0.91310546076571,45.18042046979769,-0.04987690393336941,-0.021484316322871067,-0.025534075513146348,0.009603995987474079,0.009162893204515576,0.0017620047974660213
2016-11-30,DIVISLAB.NS,399.8405372624744,1100.029541015625,-0.6915859627752081,7.098295645721191,6.954771241032685,7.026533443376938,-0.0013959025708364956,-0.650084433368406,40.17855134419619,-0.08274093410074901,-0.04631585321322618,-0.03892460784729068,0.010994439117204546,0.02490868120598777,0.002561123023778089
2016-11-30,DRREDDY.NS,987.2331209113072,3013.8974609375,-0.2101873744001862,8.051022107597129,7.967238989068597,8.009130548332863,-0.0013835508673936021,-0.09647549665589451,51.75446195315536,-0.049517699444482255,0.014298797782522854,0.011417627243456963,0.0016539736953793405,0.00636998328431293,0.002766189707770206
