Scrip Code	Company	LTP	Change Val	Pts Contribution
539876	CROMPTON	466.55	+6.50	+63.91
541301	ORIENTELEC	333.50	+22.45	+58.48
500575	VOLTAS	1051.30	+8.85	+42.77
500067	BLUESTARCO	865.20	+12.90	+16.04
531500	RAJESHEXPO	575.90	-0.25	-0.72
540699	DIXON	4644.15	-1.15	-0.86
540902	AMBER	3030.35	-4.35	-1.56
500238	WHIRLPOOL	2196.50	-3.50	-2.35
532156	VAIBHAVGBL	794.65	-6.65	-7.11
500031	BAJAJELEC	1032.30	-9.65	-8.66
500114	TITAN	1695.80	-6.50	-57.41
