Scrip Code,Company,LTP,Change Val,Pts Contribution
500097,DALMIASUG,455.7,-10.25,-0.34
509243,TVSSRICHAK,2225.2,-50.55,-0.35
535322,REPCOHOME,379.5,-5.65,-0.37
524370,BODALCHEM,117.1,-4.3,-0.37
500304,NIITLTD,290.95,-2.45,-0.38
532627,JPPOWER,5.87,-0.13,-0.38
500108,MTNL,22,-0.85,-0.38
513599,HINDCOPPER,142.35,-1,-0.39
532872,SPARC,247.75,-3.2,-0.39
543249,TARC,47,-2.3,-0.39
507880,VIPIND,406.65,-3.7,-0.41
526817,CHEVIOT,1397.9,-155.9,-0.41
512179,SUNTECK,366.7,-5.25,-0.42
539118,VRLLOG,311.15,-8.9,-0.42
540975,ASTERDM,159.55,-2.45,-0.43
532940,JKIL,218.65,-6.2,-0.43
509488,GRAPHITE,667,-3.9,-0.44
501455,GREAVESCOT,169.5,-2.6,-0.45
532221,SONATSOFTW,781.35,-4.4,-0.47
500405,SUPPETRO,745.95,-8.4,-0.47
539524,LALPATHLAB,3415.3,-8.5,-0.48
512573,AVANTI,633.6,-5.6,-0.48
523598,SCI,111.95,-1.75,-0.49
532800,TV18BRDCST,41.95,-0.45,-0.5
523261,VENKYS,3427.3,-48.35,-0.5
532493,ASTRAMICRO,178.4,-3.85,-0.5
532356,TRIVENI,191.15,-4.05,-0.52
500048,BEML,1306.9,-17,-0.54
519552,HERITGFOOD,479.5,-11.75,-0.54
540173,PNBHOUSING,720.6,-7.9,-0.55
532156,VAIBHAVGBL,794.65,-6.65,-0.56
500940,FINOLEXIND,177.25,-1.2,-0.58
539871,THYROCARE,1320.95,-19.65,-0.59
506590,PHILIPCARB,237.95,-4.55,-0.59
533293,KIRLOSENG,262.45,-5.95,-0.59
500126,PGHL,5625.35,-47,-0.62
517506,TTKPRESTIG,9242.9,-90.45,-0.62
521070,ALOKTEXT,27.8,-0.3,-0.62
532628,3IINFOTECH,9.16,-0.35,-0.65
500185,HCC,13.07,-0.48,-0.66
500214,IONEXCHANG,2658.15,-39.05,-0.67
500031,BAJAJELEC,1032.3,-9.65,-0.68
500403,SUNDRMFAST,788.4,-4.05,-0.71
500495,ESCORTS,1194.35,-5.65,-0.72
534976,VMART,3281.4,-45.4,-0.73
500620,GESHIP,380.8,-4.3,-0.74
500032,BAJAJHIND,19.2,-1,-0.77
500472,SKFINDIA,2569.75,-20.45,-0.79
531768,POLYMED,970,-9.8,-0.8
532498,SHRIRAMCIT,1768.2,-21.9,-0.82
539957,MGL,1152.2,-9.15,-0.85
532532,JPASSOCIAT,12.33,-0.37,-0.92
532784,SOBHA,658.5,-15.75,-0.94
513375,CARBORUNIV,649.95,-5.2,-0.95
530517,RELAXO,1159.8,-8.15,-0.97
532163,SAREGAMA,3303.45,-81.55,-0.97
532942,KNRCON,255.75,-4.65,-0.98
509557,GARFIBRES,3334.35,-65.15,-0.98
539551,NH,503.85,-11.65,-0.99
511431,VAKRANGEE,37.7,-1,-1
509966,VSTIND,3539.9,19.8,-1.01
509631,HEG,2220.15,-41.05,-1.05
540762,TIINDIA,1129.5,-6.45,-1.07
532348,SUBEX,68.7,-1.2,-1.12
532541,COFORGE,4549.75,-38.45,-1.16
542726,INDIAMART,7227.45,-75,-1.17
506076,GRINDWELL,1304.55,-15.5,-1.2
532929,BRIGADE,339.25,-7.65,-1.23
533248,GPPL,106.6,-2.8,-1.26
500085,CHAMBLFERT,300.6,-4.9,-1.35
532725,SOLARINDS,1631.55,-34.4,-1.39
531213,MANAPPURAM,187.05,-1.7,-1.46
542920,SUMICHEM,437.85,-8.3,-1.51
532670,RENUKA,33.25,-1.7,-1.74
523457,LINDEINDIA,1642.7,-51.95,-1.84
532805,REDINGTON,326.05,3.5,-1.86
535648,JUSTDIAL,1073.3,-33.7,-1.94
532667,SUZLON,7.96,-0.29,-1.95
500135,EPL,247,-9.35,-1.96
500027,ATUL,9305,-78.25,-2.11
532830,ASTRAL,2088.45,-14.95,-2.19
532790,TANLA,929.95,-21.7,-2.25
540222,LAURUSLABS,668.7,-3.8,-2.3
532843,FORTIS,235.25,-3.1,-2.37
506395,COROMANDEL,864.15,-12.85,-2.44
542216,DALBHARAT,2252.4,-19.4,-2.65
540115,LTTS,3399.15,-66.5,-2.9
532644,JKCEMENT,3161.65,-57.4,-3.09
500003,AEGISLOG,320.7,-13.75,-3.2
500483,TATACOMM,1360.35,-29.2,-5.66
500251,TRENT,880,-21.85,-8.11
500408,TATAELXSI,4302.55,-184.65,-10.49
