Scrip Code	Company	LTP	Change Val	Pts Contribution
500470	TATASTEEL	1278.30	+22.20	+91.80
526371	NMDC	178.60	+5.95	+34.14
500440	HINDALCO	405.40	+4.00	+30.91
500228	JSWSTEEL	703.25	+4.30	+22.55
500295	VEDL	272.80	+3.20	+21.40
533758	APLAPOLLO	1570.25	+52.10	+21.35
532286	JINDALSTEL	405.90	+8.85	+18.63
500113	SAIL	127.20	+1.05	+8.03
500188	HINDZINC	344.05	-3.35	-4.49
533278	COALINDIA	145.60	-1.15	-12.74
