Scrip Code	Company	LTP	Change Val	Pts Contribution
500325	RELIANCE	2111.80	+28.55	+45.96
542066	ATGL	899.25	+7.70	+11.71
500104	HINDPETRO	268.10	+1.10	+4.25
500547	BPCL	447.95	+0.95	+4.21
532155	GAIL	144.85	+0.40	+3.93
532522	PETRONET	221.75	+0.65	+2.69
539336	GUJGAS	680.35	+2.60	+2.47
530965	IOC	106.15	-0.15	-2.12
500312	ONGC	116.70	-0.15	-3.03
532514	IGL	552.50	-7.75	-15.02
