Date,Open,High,Low,Close
19-05-2014,24.2925,24.2925,19.620001,20.629999
20-05-2014,20.629999,21.129999,16.17,19.2325
21-05-2014,19.2325,19.2325,14.5575,17.91
22-05-2014,17.91,18.682501,14.7575,17.834999
23-05-2014,17.834999,18.102501,13.9675,17.705
26-05-2014,17.705,20.5975,14.59,19.84
27-05-2014,19.84,21.415001,17.775,19.1
28-05-2014,19.1,19.557501,17.3375,17.557501
29-05-2014,17.557501,17.775,16.17,16.690001
30-05-2014,16.690001,16.9475,15.8725,16.334999
02-06-2014,16.334999,17.102501,15.7125,16.497499
03-06-2014,16.497499,16.895,15.1625,15.795
04-06-2014,15.795,15.92,14.4425,15.565
05-06-2014,15.565,16.0425,14.125,15.4475
06-06-2014,15.4475,16.455,13.7425,15.9825
09-06-2014,15.9825,17.422501,14.6325,17.094999
10-06-2014,17.094999,18.125,14.385,16.6625
11-06-2014,16.6625,17.5,14.0025,17.059999
12-06-2014,17.059999,17.4825,15.69,16.9025
13-06-2014,16.9025,17.9625,14.5175,17.762501
16-06-2014,17.762501,18.535,15.255,17.9825
17-06-2014,17.9825,18.477501,16.605,17.695
18-06-2014,17.695,19.135,14.55,18.58
19-06-2014,18.58,19.375,16.9575,18.7425
20-06-2014,18.7425,19.245001,15.5925,18.8475
23-06-2014,18.8475,19.535,17.815001,18.9625
24-06-2014,18.9625,20.605,18.68,19.1875
25-06-2014,19.1875,20.1175,18.105,18.3125
26-06-2014,18.3125,18.497499,17.102501,17.702499
27-06-2014,17.702499,18.370001,17.375,17.627501
30-06-2014,17.627501,18.452499,17.592501,17.872499
01-07-2014,17.872499,18.15,17.24,17.6625
02-07-2014,17.6625,17.790001,17.09,17.57
03-07-2014,17.57,18.262501,17.2325,17.805
04-07-2014,17.805,18.684999,17.059999,18.155001
07-07-2014,18.155001,19.575001,17.5525,19.407499
08-07-2014,19.407499,19.9475,18.155001,19.18
09-07-2014,19.18,19.305,18.01,18.1875
10-07-2014,18.1875,18.1875,15.41,15.965
11-07-2014,15.965,16.022499,14.845,15.7225
14-07-2014,15.7225,16.7075,14.9825,15.5625
15-07-2014,15.5625,15.5625,13.8425,14.7675
16-07-2014,14.7675,15.0825,13.815,14.73
17-07-2014,14.73,15.18,11.9425,14.965
18-07-2014,14.965,15.5275,12.9775,15.095
21-07-2014,15.095,15.505,13.625,14.8975
22-07-2014,14.8975,14.8975,12.2475,14.64
23-07-2014,14.64,15.095,12.465,14.69
24-07-2014,14.69,15.1475,12.4375,14.72
25-07-2014,14.72,14.9975,12.7775,14.22
28-07-2014,14.22,15.1,14.105,14.3225
30-07-2014,14.3225,14.76,13.6925,13.8875
31-07-2014,13.8875,14.0675,13.125,13.8225
01-08-2014,13.8225,15.38,13.7125,15.22
04-08-2014,15.22,15.4725,14.3075,14.815
05-08-2014,14.815,14.815,13.6675,13.9475
06-08-2014,13.9475,14.565,12.9175,14.2975
07-08-2014,14.2975,14.455,13.02,14.1375
08-08-2014,14.1375,15.18,13.025,14.6175
11-08-2014,14.6175,14.7625,13.4825,13.9975
12-08-2014,13.9975,14.4275,12.33,13.4675
13-08-2014,13.4675,14.0875,12.72,13.7625
14-08-2014,13.7625,13.7625,11.8375,13.22
18-08-2014,13.22,14.195,11.9775,13.5025
19-08-2014,13.5025,14.2075,11.945,13.905
20-08-2014,13.905,14.33,12.4575,13.66
21-08-2014,13.66,14.36,12.0075,13.7325
22-08-2014,13.7325,13.9725,12.2025,13.62
25-08-2014,13.62,14.165,12.0075,13.7875
26-08-2014,13.7875,14.52,13.28,13.9025
27-08-2014,13.9025,13.9025,12.7425,13.0625
28-08-2014,13.0625,14.345,12.325,13.0675
01-09-2014,13.0675,13.675,12.8575,13.53
02-09-2014,13.53,13.91,12.485,13.4475
03-09-2014,13.4475,13.9525,12.5675,13.3925
04-09-2014,13.3925,13.615,12.3975,13.0775
05-09-2014,13.0775,13.3075,12.305,12.935
08-09-2014,12.935,13.0725,12.1775,12.7925
09-09-2014,12.7925,13.0425,11.0125,12.7575
10-09-2014,12.7575,13.11,11.805,12.93
11-09-2014,12.93,13.14,11.815,12.5175
12-09-2014,12.5175,12.62,11.3975,12.365
15-09-2014,12.365,13.3625,12.0375,13.255
16-09-2014,13.255,13.7325,12.0475,13.2825
17-09-2014,13.2825,13.2825,11.2625,12.9475
18-09-2014,12.9475,12.9475,11.05,12.325
19-09-2014,12.325,12.4025,11.3825,11.8875
22-09-2014,11.8875,12.4375,10.315,11.565
23-09-2014,11.565,12.8725,11.08,12.41
24-09-2014,12.41,13.515,11.8875,12.535
25-09-2014,12.535,13.8825,11.58,13.2975
26-09-2014,13.2975,14.8325,12.5375,12.9275
29-09-2014,12.9275,14.2275,12.7675,13.385
30-09-2014,13.385,13.5675,12.7225,13.145
01-10-2014,13.145,13.4775,12.8325,13.0
07-10-2014,13.0,14.57,13.0,14.4625
08-10-2014,14.4625,14.8475,13.675,14.1125
09-10-2014,14.1125,14.1125,12.7475,13.155
10-10-2014,13.155,14.455,12.445,14.33
13-10-2014,14.33,15.23,14.0725,14.5
14-10-2014,14.5,15.3025,12.9325,14.5925
16-10-2014,14.5925,16.885,14.32,16.432501
17-10-2014,16.432501,16.855,14.7375,16.4
20-10-2014,16.4,16.4,12.94,14.19
21-10-2014,14.19,14.19,11.98,13.33
22-10-2014,13.33,13.33,12.04,13.03
23-10-2014,13.03,13.115,11.845,12.8625
27-10-2014,12.8625,13.795,11.9225,13.515
28-10-2014,13.515,13.655,12.035,13.3225
29-10-2014,13.3225,13.595,12.54,13.005
30-10-2014,13.005,13.4575,11.7625,13.265
31-10-2014,13.265,13.76,12.215,13.295
03-11-2014,13.295,13.945,12.455,13.7375
05-11-2014,13.7375,14.32,12.49,13.755
07-11-2014,13.755,14.7025,13.1225,14.11
10-11-2014,14.11,17.209999,12.975,13.93
11-11-2014,13.93,15.485,12.72,14.8
12-11-2014,14.8,14.8,12.5875,14.435
13-11-2014,14.435,14.435,12.7125,13.8
14-11-2014,13.8,14.2,11.3825,13.9725
17-11-2014,13.9725,14.91,11.48,14.41
18-11-2014,14.41,14.905,10.84,14.065
19-11-2014,14.065,14.6325,10.245,14.345
20-11-2014,14.345,14.355,11.905,14.165
21-11-2014,14.165,15.145,11.05,13.8525
24-11-2014,13.8525,13.8525,9.3474998,13.0175
25-11-2014,13.0175,14.2475,11.4525,13.525
26-11-2014,13.525,13.5375,10.6075,12.985
27-11-2014,12.985,13.1175,11.65,12.7425
28-11-2014,12.7425,13.125,11.595,12.8975
01-12-2014,12.8975,13.615,12.1975,13.2025
02-12-2014,13.2025,13.3325,12.205,12.395
03-12-2014,12.395,12.6075,11.2875,12.3675
04-12-2014,12.3675,12.635,10.715,12.445
05-12-2014,12.445,12.445,11.325,11.95
08-12-2014,11.95,12.6525,11.2275,12.2075
09-12-2014,12.2075,13.0825,10.8225,12.495
10-12-2014,12.495,12.965,11.5725,12.2425
11-12-2014,12.2425,12.9025,11.1875,12.7725
12-12-2014,12.7725,13.91,11.5325,13.7525
15-12-2014,13.7525,14.3275,12.565,14.02
16-12-2014,14.02,16.555,12.5725,16.307501
17-12-2014,16.307501,19.0625,14.195,16.924999
18-12-2014,16.924999,16.924999,13.9725,14.5975
19-12-2014,14.5975,14.775,11.845,14.51
22-12-2014,14.51,15.5775,14.0225,14.21
23-12-2014,14.21,16.115,13.5475,15.2975
24-12-2014,15.2975,15.6125,14.3,15.07
26-12-2014,15.07,16.355,14.3975,14.645
29-12-2014,14.645,15.0425,14.2175,14.5825
30-12-2014,14.5825,15.2225,14.1425,14.8625
31-12-2014,14.8625,15.4025,14.6025,15.12
01-01-2015,15.12,15.5075,14.755,15.025
02-01-2015,15.025,15.025,13.4825,13.795
05-01-2015,13.795,14.405,13.1525,14.1525
06-01-2015,14.1525,17.870001,13.4575,17.42
07-01-2015,17.42,19.07,16.502501,18.139999
08-01-2015,18.139999,18.139999,15.3825,16.4725
09-01-2015,16.4725,16.907499,14.4625,15.955
12-01-2015,15.955,17.547501,14.3725,16.110001
13-01-2015,16.110001,16.809999,14.5725,16.4825
14-01-2015,16.4825,17.795,14.66,17.247499
15-01-2015,17.247499,17.247499,13.825,16.16
16-01-2015,16.16,17.497499,14.86,17.275
19-01-2015,17.275,18.290001,14.555,17.65
20-01-2015,17.65,17.65,15.715,17.272499
21-01-2015,17.272499,18.1425,14.33,17.7125
22-01-2015,17.7125,18.762501,14.205,18.565001
23-01-2015,18.565001,18.74,13.46,17.885
27-01-2015,17.885,18.684999,16.7775,18.084999
28-01-2015,18.084999,20.145,17.620001,19.77
29-01-2015,19.77,20.567499,17.702499,19.432501
30-01-2015,19.432501,21.209999,18.325001,20.172501
02-02-2015,20.172501,21.365,19.855,20.405001
03-02-2015,20.405001,20.48,19.002501,19.807501
04-02-2015,19.807501,20.2925,17.9725,20.049999
05-02-2015,20.049999,20.889999,18.26,20.615
06-02-2015,20.615,21.24,18.719999,20.684999
09-02-2015,20.684999,22.122499,18.5875,22.014999
10-02-2015,22.014999,22.014999,19.85,21.192499
11-02-2015,21.192499,21.5075,18.535,20.502501
12-02-2015,20.502501,20.959999,17.93,20.157499
13-02-2015,20.157499,20.4475,16.98,20.102501
16-02-2015,20.102501,21.1175,17.475,20.825001
18-02-2015,20.825001,21.647499,18.6525,20.9125
19-02-2015,20.9125,21.907499,19.4025,20.397499
20-02-2015,20.397499,21.5,19.235001,21.2675
23-02-2015,21.2675,22.02,19.405001,21.6325
24-02-2015,21.6325,22.067499,20.9175,21.549999
25-02-2015,21.549999,21.549999,20.215,20.775
26-02-2015,20.775,21.235001,19.942499,20.58
27-02-2015,20.58,20.58,19.299999,19.57
28-02-2015,19.57,19.57,16.692499,16.969999
02-03-2015,16.969999,16.969999,15.7425,15.8475
03-03-2015,15.8475,15.9475,14.98,15.4925
04-03-2015,15.4925,15.4925,14.2975,15.1975
05-03-2015,15.1975,15.2475,13.97,14.4375
09-03-2015,14.4375,16.0075,13.315,15.8125
10-03-2015,15.8125,16.15,14.955,15.5325
11-03-2015,15.5325,15.61,14.245,15.13
12-03-2015,15.13,15.13,13.7825,14.75
13-03-2015,14.75,15.235,13.45,14.965
16-03-2015,14.965,15.37,14.3275,15.1775
17-03-2015,15.1775,15.4625,13.43,15.1275
18-03-2015,15.1275,15.7025,13.7225,15.5125
19-03-2015,15.5125,15.5125,12.89,15.1975
20-03-2015,15.1975,15.36,13.0825,14.26
23-03-2015,14.26,14.58,12.435,14.27
24-03-2015,14.27,14.49,12.4525,13.6725
25-03-2015,13.6725,13.9475,12.36,13.1425
26-03-2015,13.1425,15.6075,12.5175,15.1625
27-03-2015,15.1625,15.4025,14.37,14.5
30-03-2015,14.5,15.19,14.1075,14.2625
31-03-2015,14.2625,14.74,13.855,14.4925
01-04-2015,14.4925,14.6825,13.565,13.665
06-04-2015,13.665,15.0525,13.595,14.5725
07-04-2015,14.5725,14.895,13.98,14.25
08-04-2015,14.25,14.695,13.35,14.3475
09-04-2015,14.3475,14.8925,13.2875,14.4175
10-04-2015,14.4175,14.79,13.4275,14.255
13-04-2015,14.255,14.93,13.055,14.4875
15-04-2015,14.4875,14.985,13.34,14.62
16-04-2015,14.62,15.3,12.9675,14.95
17-04-2015,14.95,15.1775,13.62,15.04
20-04-2015,15.04,16.422501,13.6625,16.297501
21-04-2015,16.297501,17.34,15.2275,17.030001
22-04-2015,17.030001,18.377501,14.69,17.209999
23-04-2015,17.209999,19.434999,14.965,18.5
24-04-2015,18.5,19.592501,17.360001,19.105
27-04-2015,19.105,20.0875,16.217501,18.735001
28-04-2015,18.735001,18.895,16.745001,17.41
29-04-2015,17.41,17.885,15.725,17.235001
30-04-2015,17.235001,18.122499,16.307501,17.225
04-05-2015,17.225,18.282499,16.959999,17.307501
05-05-2015,17.307501,18.07,16.272499,17.365
06-05-2015,17.365,20.4625,16.7075,19.67
07-05-2015,19.67,20.032499,18.334999,19.65
08-05-2015,19.65,19.65,17.4375,19.110001
11-05-2015,19.110001,19.280001,16.7675,18.625
12-05-2015,18.625,21.327499,17.219999,20.545
13-05-2015,20.545,21.432501,18.0975,20.684999
14-05-2015,20.684999,21.905001,19.815001,20.700001
15-05-2015,20.700001,20.9825,19.094999,19.815001
18-05-2015,19.815001,20.469999,16.77,17.9025
19-05-2015,17.9025,18.525,14.865,18.27
20-05-2015,18.27,18.27,15.5725,17.717501
21-05-2015,17.717501,18.059999,16.1425,17.4125
22-05-2015,17.4125,17.440001,14.195,16.9475
25-05-2015,16.9475,17.6975,14.68,16.932501
26-05-2015,16.932501,17.842501,15.2875,17.067499
27-05-2015,17.067499,17.967501,16.905001,17.282499
28-05-2015,17.282499,17.719999,16.5975,17.1325
29-05-2015,17.1325,17.709999,16.4375,16.657499
01-06-2015,16.657499,17.459999,16.057501,16.9125
02-06-2015,16.9125,17.137501,16.032499,16.82
03-06-2015,16.82,17.9175,15.8575,17.504999
04-06-2015,16.82,18.67,16.465,18.122499
05-06-2015,18.122499,18.375,17.6875,18.0875
08-06-2015,18.0875,19.065001,17.157499,18.885
09-06-2015,18.885,19.1175,16.475,18.01
10-06-2015,18.01,18.02,16.7125,17.077499
11-06-2015,17.077499,17.950001,15.9475,17.805
12-06-2015,17.805,18.2075,16.075001,17.477501
15-06-2015,17.477501,18.02,15.3475,17.525
16-06-2015,17.525,17.855,14.0925,17.1675
17-06-2015,17.1675,17.1875,14.2975,16.727501
18-06-2015,16.727501,16.727501,14.235,16.014999
19-06-2015,16.014999,16.014999,14.905,15.085
22-06-2015,15.085,15.7475,13.735,15.4875
23-06-2015,15.4875,16.5425,14.8275,15.0425
24-06-2015,15.0425,16.610001,14.945,15.915
25-06-2015,15.915,16.7075,15.4775,15.93
26-06-2015,15.93,16.525,15.515,15.76
29-06-2015,15.76,18.775,15.76,17.297501
30-06-2015,17.297501,17.8375,16.7775,16.9275
01-07-2015,16.9275,17.1,15.7175,15.845
02-07-2015,15.845,16.077499,15.1625,15.5575
03-07-2015,15.5575,16.387501,14.785,16.305
06-07-2015,16.305,17.045,15.89,16.0175
07-07-2015,16.0175,16.565001,15.215,16.307501
08-07-2015,16.307501,18.375,15.4425,17.790001
09-07-2015,17.790001,18.075001,16.2875,17.4375
10-07-2015,17.4375,17.6325,16.237499,17.07
13-07-2015,17.07,17.717501,15.5725,16.272499
14-07-2015,16.272499,16.615,14.695,16.01
15-07-2015,16.01,16.030001,14.185,15.5675
16-07-2015,15.5675,15.5675,14.2975,14.7825
17-07-2015,14.7825,15.135,13.285,14.8025
20-07-2015,14.8025,15.6175,12.7325,14.96
21-07-2015,14.96,15.3075,13.0125,15.0975
22-07-2015,15.0975,15.3525,13.5025,15.13
23-07-2015,15.13,15.74,13.1,15.52
24-07-2015,15.52,15.93,12.07,15.4575
27-07-2015,15.4575,17.0525,12.925,16.370001
28-07-2015,16.370001,16.57,15.5925,15.915
29-07-2015,15.915,16.34,14.13,15.8775
30-07-2015,15.8775,15.8775,14.66,15.325
31-07-2015,15.325,15.58,14.5,14.57
03-08-2015,14.57,15.645,14.28,15.39
04-08-2015,15.39,15.695,14.28,14.83
05-08-2015,14.83,14.8825,13.6875,14.665
06-08-2015,14.665,15.0075,12.89,14.73
07-08-2015,14.73,15.065,13.17,14.91
10-08-2015,14.91,15.6225,14.2425,15.465
11-08-2015,15.465,16.092501,13.5525,15.8925
12-08-2015,15.8925,17.717501,14.785,17.445
13-08-2015,17.445,17.445,16.245001,17.0175
14-08-2015,17.0175,17.0175,15.135,16.02
17-08-2015,16.02,17.202499,15.29,16.4625
18-08-2015,16.4625,16.6625,15.1,16.360001
19-08-2015,16.360001,16.9925,14.9475,16.68
20-08-2015,16.68,17.205,15.465,16.975
21-08-2015,16.975,18.73,15.19,17.115
24-08-2015,17.115,30.6525,17.115,28.129999
25-08-2015,28.129999,35.57,26.0825,26.8475
26-08-2015,26.8475,29.049999,23.530001,25.514999
27-08-2015,25.514999,25.514999,21.514999,22.0425
28-08-2015,22.0425,23.672501,19.8025,23.33
31-08-2015,23.33,24.737499,22.6775,24.594999
01-09-2015,24.594999,30.4375,24.442499,28.717501
02-09-2015,28.717501,28.717501,26.375,26.65
03-09-2015,26.65,26.65,23.717501,24.115
04-09-2015,24.115,27.252501,23.415001,26.422501
07-09-2015,26.422501,26.825001,24.5075,26.35
08-09-2015,26.35,26.434999,23.8375,24.567499
09-09-2015,24.567499,24.657499,21.352501,24.299999
10-09-2015,24.299999,25.834999,24.0175,24.745001
11-09-2015,24.745001,25.26,23.26,24.975
14-09-2015,24.975,25.264999,23.455,24.32
15-09-2015,24.32,24.557501,22.695,23.7425
16-09-2015,23.7425,23.7425,21.602501,21.997499
18-09-2015,21.997499,21.997499,17.877501,18.2925
21-09-2015,18.2925,18.92,16.9925,18.1775
22-09-2015,18.1775,21.247499,17.2125,20.344999
23-09-2015,20.344999,22.190001,19.77,20.6875
24-09-2015,20.6875,21.567499,19.3825,20.8825
28-09-2015,20.8825,22.237499,20.77,21.6675
29-09-2015,21.6675,23.6325,20.442499,21.57
30-09-2015,21.57,21.57,19.372499,19.625
01-10-2015,19.625,20.110001,18.235001,19.235001
05-10-2015,19.235001,19.4575,18.0625,19.127501
06-10-2015,19.127501,19.9,17.385,19.305
07-10-2015,19.305,19.737499,17.897499,19.3375
08-10-2015,19.3375,19.93,17.352501,19.5625
09-10-2015,19.5625,19.684999,17.684999,18.924999
12-10-2015,18.924999,19.985001,17.184999,19.122499
13-10-2015,19.122499,19.219999,17.8475,18.014999
14-10-2015,18.014999,18.280001,15.7575,17.719999
15-10-2015,17.719999,17.719999,14.855,17.17
16-10-2015,17.17,17.182501,14.03,16.275
19-10-2015,16.275,17.0725,15.3025,16.877501
20-10-2015,16.877501,17.174999,14.525,16.995001
21-10-2015,16.995001,17.424999,13.6625,16.622499
23-10-2015,16.622499,16.622499,14.65,16.192499
26-10-2015,16.192499,17.8225,15.005,17.23
27-10-2015,17.23,17.295,15.995,16.535
28-10-2015,16.535,17.477501,15.555,17.040001
29-10-2015,17.040001,17.9475,14.7175,17.5825
30-10-2015,17.5825,18.325001,16.8825,17.879999
02-11-2015,17.879999,20.129999,17.377501,19.477501
03-11-2015,19.477501,19.9575,18.07,19.555
04-11-2015,19.555,19.6325,17.950001,19.355
05-11-2015,19.355,19.737499,18.34,19.2925
06-11-2015,19.2925,19.5875,16.615,19.4725
09-11-2015,19.4725,19.4725,15.99,17.040001
10-11-2015,17.040001,17.0625,15.2975,16.825001
11-11-2015,16.825001,16.9475,14.5325,16.905001
13-11-2015,16.905001,17.7225,15.795,17.6525
16-11-2015,17.6525,18.6075,15.2875,17.877501
17-11-2015,17.877501,17.877501,15.6225,16.9725
18-11-2015,16.9725,17.75,14.9025,17.415001
19-11-2015,17.415001,17.415001,14.42,15.84
20-11-2015,15.84,16.137501,13.83,15.8975
23-11-2015,15.8975,17.555,15.775,17.075001
24-11-2015,17.075001,17.075001,15.6525,16.245001
26-11-2015,16.245001,16.785,15.085,16.6875
27-11-2015,16.6875,16.98,16.17,16.73
30-11-2015,16.73,17.235001,15.8525,16.43
01-12-2015,16.43,16.43,15.525,15.635
02-12-2015,15.635,15.9825,14.725,15.4875
03-12-2015,15.4875,16.155001,15.1175,16.055
04-12-2015,16.055,16.549999,15.5625,16.084999
07-12-2015,16.084999,16.362499,15.79,15.865
08-12-2015,15.865,16.2425,15.47,15.9725
09-12-2015,15.9725,16.9175,15.37,16.725
10-12-2015,16.725,16.725,15.4625,16.2925
11-12-2015,16.2925,17.77,15.0375,17.182501
14-12-2015,17.182501,18.365,16.459999,17.797501
15-12-2015,17.797501,18.355,16.112499,17.342501
16-12-2015,17.342501,17.342501,14.905,16.727501
17-12-2015,16.727501,16.727501,14.0225,14.215
18-12-2015,14.215,14.705,13.0375,14.4925
21-12-2015,14.4925,14.9775,12.98,14.225
22-12-2015,14.225,14.605,12.225,14.4825
23-12-2015,14.4825,14.4825,12.625,13.6525
24-12-2015,13.6525,13.94,11.2025,13.745
28-12-2015,13.745,14.525,10.375,14.4025
29-12-2015,14.4025,14.71,13.3325,14.235
30-12-2015,14.235,14.495,12.7825,14.235
31-12-2015,14.35,14.4875,12.9825,13.87
01-01-2016,13.87,14.3475,13.105,14.26
04-01-2016,14.26,17.102501,14.03,16.834999
05-01-2016,16.834999,16.834999,15.5675,16.702499
06-01-2016,16.702499,17.1625,15.6075,16.5525
07-01-2016,16.5525,19.254999,16.49,18.959999
08-01-2016,18.959999,18.959999,16.872499,17.797501
11-01-2016,17.797501,19.202499,17.797501,18.690001
12-01-2016,18.690001,19.1875,17.15,18.7125
13-01-2016,18.7125,19.6625,17.522499,18.352501
14-01-2016,18.352501,19.7875,16.465,18.605
15-01-2016,18.605,19.690001,15.6725,19.415001
18-01-2016,19.415001,20.540001,18.102501,20.225
19-01-2016,20.225,20.225,17.93,18.43
20-01-2016,18.43,22.1075,17.1875,20.965
21-01-2016,20.965,21.692499,17.852501,20.8125
22-01-2016,20.8125,20.8125,17.1175,18.82
25-01-2016,18.82,19.147499,17.2125,18.264999
27-01-2016,18.264999,19.27,17.934999,19.057501
28-01-2016,19.057501,19.057501,17.2575,17.9
29-01-2016,17.9,18.799999,17.075001,17.24
01-02-2016,17.24,18.172501,17.125,17.889999
02-02-2016,17.889999,18.35,16.487499,18.035
03-02-2016,18.035,18.940001,18.014999,18.5875
04-02-2016,18.5875,18.6525,17.325001,18.2075
05-02-2016,18.2075,18.327499,16.5425,18.115
08-02-2016,18.115,20.452499,17.360001,20.2575
09-02-2016,20.2575,22.032499,20.247499,21.727501
10-02-2016,21.727501,23.094999,21.434999,22.465
11-02-2016,22.465,26.870001,22.110001,25.965
12-02-2016,25.965,25.969999,24.0075,24.672501
15-02-2016,24.672501,24.672501,21.797501,22.375
16-02-2016,22.375,23.33,17.32,23.040001
17-02-2016,23.040001,23.805,20.637501,21.8325
18-02-2016,21.8325,22.299999,19.790001,21.485001
19-02-2016,21.485001,21.6625,17.6975,20.915001
22-02-2016,20.915001,21.862499,17.407499,20.915001
23-02-2016,21.02,24.639999,21.02,23.8375
24-02-2016,23.8375,24.815001,22.127501,22.955
25-02-2016,22.955,23.487499,22.1975,22.745001
26-02-2016,22.745001,23.145,21.190001,21.865
29-02-2016,21.865,22.405001,19.355,20.157499
01-03-2016,20.157499,20.157499,18.4025,18.672501
02-03-2016,18.672501,19.200001,17.495001,18.99
03-03-2016,18.99,19.02,17.907499,18.040001
04-03-2016,18.040001,18.315001,17.200001,17.8825
08-03-2016,17.8825,18.975,17.41,18.465
09-03-2016,18.465,18.674999,17.315001,17.504999
10-03-2016,17.504999,18.24,16.2675,17.895
11-03-2016,17.895,17.895,16.032499,17.0975
14-03-2016,17.0975,17.4,15.585,17.102501
15-03-2016,17.102501,17.84,15.23,17.5975
16-03-2016,17.5975,17.879999,14.5975,17.115
17-03-2016,17.115,17.275,15.5575,16.84
18-03-2016,16.84,16.8675,14.9,16.3825
21-03-2016,16.3825,17.110001,14.8325,16.3325
22-03-2016,16.3325,16.862499,13.695,16.43
23-03-2016,16.43,16.870001,13.9475,16.344999
28-03-2016,16.344999,18.57,15.1825,17.485001
29-03-2016,17.485001,18.040001,16.805,17.637501
30-03-2016,17.637501,17.637501,16.57,16.807501
31-03-2016,16.807501,16.885,15.4975,16.5825
01-04-2016,16.5825,17.895,16.2925,17.2775
04-04-2016,17.2775,18.1675,16.23,17.450001
05-04-2016,17.450001,18.0625,16.885,17.83
06-04-2016,17.83,17.922501,16.125,17.344999
07-04-2016,17.344999,17.422501,16.334999,16.934999
08-04-2016,16.934999,16.934999,15.1975,16.432501
11-04-2016,16.432501,16.790001,14.88,16.012501
12-04-2016,16.012501,16.3025,14.6525,16.025
13-04-2016,16.025,16.120001,13.55,16.035
18-04-2016,16.035,17.4175,14.14,16.9475
20-04-2016,16.9475,17.52,15.4325,17.075001
21-04-2016,17.075001,17.075001,15.6375,16.512501
