time,open,high,low,close,"IN10Y, TVC: Open","IN10Y, TVC: High","IN10Y, TVC: Low","IN10Y, TVC: Close",Volume,Volume MA
1518147900,10416.5,10480.2,10398.2,10454.95,7.7367,7.7491,7.6581,7.6625,NaN,NaN
1518407100,10518.2,10555.5,10485.4,10539.75,7.6967,7.7383,7.6967,7.7256,NaN,NaN
1518579900,10585.75,10590.55,10456.65,10500.9,7.7431,7.7592,7.6468,7.7592,NaN,NaN
1518666300,10537.9,10618.1,10511.05,10545.5,7.7225,7.7992,7.6811,7.7992,NaN,NaN
1518752700,10596.2,10612.9,10434.05,10452.3,7.7943,7.841,7.7381,7.841,NaN,NaN
1519011900,10488.9,10489.35,10302.75,10378.4,7.8236,7.8236,7.8025,7.8025,NaN,NaN
1519098300,10391,10429.35,10347.65,10360.4,7.8236,7.9573,7.8236,7.9573,NaN,NaN
1519184700,10426,10426.1,10349.6,10397.45,7.9423,7.9469,7.9143,7.9441,NaN,NaN
1519271100,10354.35,10397.55,10340.65,10382.7,7.9313,8.0798,7.8721,7.9861,NaN,NaN
1519357500,10408.1,10499.1,10396.65,10491.05,7.9861,7.9864,7.8531,7.9426,NaN,NaN
1519616700,10526.55,10592.95,10520.2,10582.6,7.9276,7.938,7.9049,7.93,NaN,NaN
1519703100,10615.2,10631.65,10537.25,10554.3,7.9293,7.9585,7.8902,7.8904,NaN,NaN
1519789500,10488.95,10535.5,10461.55,10492.85,7.8908,7.9361,7.8908,7.9337,NaN,NaN
1519875900,10479.95,10525.5,10447.15,10458.35,7.9283,8.0545,7.9197,7.9553,NaN,NaN
1520221500,10428.3,10428.7,10323.9,10358.85,7.9499,7.999,7.9499,7.997,NaN,NaN
1520307900,10420.5,10441.35,10215.9,10249.25,7.9892,8.0075,7.9373,7.9853,NaN,NaN
1520394300,10232.95,10243.35,10141.55,10154.2,7.968,7.9686,7.843,7.9011,NaN,NaN
1520480700,10216.25,10270.35,10146.4,10242.65,7.9238,7.9507,7.8788,7.9311,NaN,NaN
1520567100,10271.3,10296.7,10211.9,10226.85,7.9217,7.9352,7.8866,7.9102,NaN,NaN
1520826300,10301.6,10433.65,10295.45,10421.4,7.9033,7.9361,7.8648,7.8998,NaN,NaN
1520912700,10389.5,10478.6,10377.85,10426.85,7.9045,7.9182,7.8897,7.9182,NaN,NaN
1520999100,10393.05,10420.35,10336.3,10410.9,7.918,7.9495,7.8767,7.9495,NaN,NaN
1521085500,10405.45,10420,10346.2,10360.15,7.941,7.941,7.8138,7.8903,NaN,NaN
1521171900,10345.15,10346.3,10180.25,10195.15,7.8926,7.8987,7.8286,7.8803,NaN,NaN
1521431100,10215.35,10224.55,10075.3,10094.25,7.8722,7.8722,7.7532,7.8187,NaN,NaN
1521517500,10051.55,10155.65,10049.1,10124.35,7.846,7.888,7.6533,7.8501,NaN,NaN
1521603900,10181.95,10227.3,10132.95,10155.25,7.8863,7.9089,7.8058,7.8414,NaN,NaN
1521690300,10167.5,10207.85,10105.4,10114.75,7.8134,7.8645,7.7797,7.7859,NaN,NaN
1521776700,9968.7998,10027.7,9951.9004,9998.0498,7.7771,7.878,7.7648,7.8304,NaN,NaN
1522035900,9989.1504,10143.5,9958.5498,10130.65,7.8313,7.8811,7.8313,7.8739,NaN,NaN
1522122300,10188,10207.9,10139.65,10184.15,7.8739,7.8739,7.5641,7.5707,NaN,NaN
1522208700,10143.6,10158.35,10096.9,10113.7,7.5707,7.746,7.5045,7.6745,NaN,NaN
1522640700,10151.65,10220.1,10127.75,10211.8,7.6746,7.6746,7.6746,7.6746,NaN,NaN
1522727100,10186.85,10255.35,10171.05,10245,7.6746,7.6747,7.5543,7.5543,NaN,NaN
1522813500,10274.6,10279.85,10111.3,10128.4,7.5543,7.5546,7.538,7.5463,NaN,NaN
1522899900,10228.45,10331.8,10227.45,10325.15,7.538,7.5381,7.432,7.432,NaN,NaN
1522986300,10322.75,10350.45,10290.85,10331.6,7.432,7.4321,7.3728,7.3728,NaN,NaN
1523245500,10333.7,10397.7,10328.5,10379.35,7.4223,7.505,7.161,7.1691,NaN,NaN
1523331900,10412.9,10424.85,10381.5,10402.25,7.1691,7.5634,7.1691,7.5634,NaN,NaN
1523418300,10428.15,10428.15,10355.6,10417.15,7.5634,7.5634,7.2748,7.3321,NaN,NaN
1523504700,10410.65,10469.9,10395.25,10458.65,7.3321,7.6308,7.2994,7.6308,NaN,NaN
1523591100,10495.3,10519.9,10451.45,10480.6,7.6308,7.6764,7.2962,7.2994,NaN,NaN
1523850300,10398.3,10540.15,10396.35,10528.35,7.2979,7.3126,7.2979,7.3077,NaN,NaN
1523936700,10557.3,10560.45,10495.65,10548.7,7.3077,7.6598,7.3077,7.3323,NaN,NaN
1524023100,10578.9,10594.2,10509.7,10526.2,7.3323,7.6821,7.3243,7.6821,NaN,NaN
1524109500,10563.65,10572.2,10546.2,10565.3,7.6821,7.818,7.6821,7.818,NaN,NaN
1524195900,10560.35,10582.35,10527.45,10564.05,7.818,7.99,7.818,7.8952,NaN,NaN
1524455100,10592.8,10638.35,10514.95,10584.7,7.8954,7.947,7.8954,7.947,NaN,NaN
