time,open,high,low,close,"IN10, TVC: Open","IN10, TVC: High","IN10, TVC: Low","IN10, TVC: Close",Volume,Volume MA
1518752700,10596.2,10612.9,10434.05,10452.3,94.888,95.258,94.75,94.75,NaN,NaN
1519011900,10488.9,10489.35,10302.75,10378.4,94.75,94.876,94.75,94.75,NaN,NaN
1519098300,10391,10429.35,10347.65,10360.4,94.698,94.698,94.05,94.05,NaN,NaN
1519184700,10426,10426.1,10349.6,10397.45,94.22,94.22,94.12,94.12,NaN,NaN
1519271100,10354.35,10397.55,10340.65,10382.7,94.12,94.47,93.8,93.8,NaN,NaN
1519357500,10408.1,10499.1,10396.65,10491.05,93.802,94.584,93.802,94.025,NaN,NaN
1519616700,10526.55,10592.95,10520.2,10582.6,94.15,94.284,94.14,94.14,NaN,NaN
1519703100,10615.2,10631.65,10537.25,10554.3,94.174,94.377,94.174,94.373,NaN,NaN
1519789500,10488.95,10535.5,10461.55,10492.85,94.374,94.374,94.155,94.155,NaN,NaN
1519875900,10479.95,10525.5,10447.15,10458.35,94.15,94.206,94.038,94.038,NaN,NaN
1520221500,10428.3,10428.7,10323.9,10358.85,94.03,94.03,93.8,93.8,NaN,NaN
1520307900,10420.5,10441.35,10215.9,10249.25,93.753,94.105,93.753,93.925,NaN,NaN
1520394300,10232.95,10243.35,10141.55,10154.2,93.922,94.663,93.922,94.187,NaN,NaN
1520480700,10216.25,10270.35,10146.4,10242.65,94.32,94.453,94.2,94.2,NaN,NaN
1520567100,10271.3,10296.7,10211.9,10226.85,94.308,94.407,94.269,94.269,NaN,NaN
1520826300,10301.6,10433.65,10295.45,10421.4,94.31,94.537,94.31,94.331,NaN,NaN
1520912700,10389.5,10478.6,10377.85,10426.85,94.303,94.391,94.224,94.224,NaN,NaN
1520999100,10393.05,10420.35,10336.3,10410.9,94.225,94.471,94.044,94.044,NaN,NaN
1521085500,10405.45,10420,10346.2,10360.15,94.093,94.842,94.093,94.392,NaN,NaN
1521171900,10345.15,10346.3,10180.25,10195.15,94.378,94.756,94.378,94.451,NaN,NaN
1521431100,10215.35,10224.55,10075.3,10094.25,94.5,95.203,94.5,94.815,NaN,NaN
1521517500,10051.55,10155.65,10049.1,10124.35,94.654,95.798,94.631,94.631,NaN,NaN
1521603900,10181.95,10227.3,10132.95,10155.25,94.418,94.895,94.418,94.685,NaN,NaN
1521690300,10167.5,10207.85,10105.4,10114.75,94.85,95.05,94.85,95.013,NaN,NaN
1521776700,9968.7998,10027.7,9951.9004,9998.0498,95.065,95.139,94.751,94.751,NaN,NaN
1522035900,9989.1504,10143.5,9958.5498,10130.65,94.75,94.75,94.5,94.5,NaN,NaN
1522122300,10188,10207.9,10139.65,10184.15,94.5,96.34,94.5,96.3,NaN,NaN
1522208700,10143.6,10158.35,10096.9,10113.7,96.3,96.699,95.68,95.68,NaN,NaN
1522640700,10151.65,10220.1,10127.75,10211.8,95.68,95.68,95.68,95.68,NaN,NaN
1522727100,10186.85,10255.35,10171.05,10245,95.68,96.4,95.68,96.4,NaN,NaN
1522813500,10274.6,10279.85,10111.3,10128.4,96.4,96.5,96.4,96.45,NaN,NaN
1522899900,10228.45,10331.8,10227.45,10325.15,96.5,97.14,96.5,97.14,NaN,NaN
1522986300,10322.75,10350.45,10290.85,10331.6,97.14,97.5,97.14,97.5,NaN,NaN
1523245500,10333.7,10397.7,10328.5,10379.35,97.2,98.8,97.2,98.75,NaN,NaN
1523331900,10412.9,10424.85,10381.5,10402.25,98.75,98.75,96.35,96.35,NaN,NaN
1523418300,10428.15,10428.15,10355.6,10417.15,96.35,98.1,96.35,97.75,NaN,NaN
1523504700,10410.65,10469.9,10395.25,10458.65,97.75,97.95,95.95,95.95,NaN,NaN
1523591100,10495.3,10519.9,10451.45,10480.6,95.95,97.97,95.95,97.95,NaN,NaN
1523850300,10398.3,10540.15,10396.35,10528.35,97.96,97.96,97.9,97.9,NaN,NaN
1523936700,10557.3,10560.45,10495.65,10548.7,97.9,97.9,96.585,97.75,NaN,NaN
1524023100,10578.9,10594.2,10509.7,10526.2,97.75,97.8,95.65,95.65,NaN,NaN
1524109500,10563.65,10572.2,10546.2,10565.3,95.65,95.65,94.85,94.85,NaN,NaN
1524195900,10560.35,10582.35,10527.45,10564.05,94.85,94.85,94.4,94.4,NaN,NaN
1524455100,10592.8,10638.35,10514.95,10584.7,94.4,94.4,94.1,94.1,NaN,NaN
1524541500,10578.1,10636.8,10569,10614.35,94.1,94.35,94.1,94.35,NaN,NaN
1524627900,10612.4,10612.6,10536.45,10570.55,94.35,94.44,94.1,94.1,NaN,NaN
1524714300,10586.5,10628.4,10559.65,10617.8,94.1,94.1,94.1,94.1,NaN,NaN
1524800700,10651.65,10719.8,10647.55,10692.3,94.1,94.47,94,94,NaN,NaN
1525059900,10705.75,10759,10704.6,10739.35,94,94,94,94,NaN,NaN
1525232700,10783.85,10784.65,10689.8,10718.05,94,94.09,94,94.09,NaN,NaN
1525319100,10720.15,10720.6,10647.45,10679.65,93.75,93.75,93.75,93.75,NaN,NaN
1525405500,10700.45,10700.45,10601.6,10618.25,93.75,93.75,93.75,93.75,NaN,NaN
1525664700,10653.15,10725.65,10635.65,10715.5,93.75,94.45,93.75,94.45,NaN,NaN
1525751100,10757.9,10758.55,10689.4,10717.8,94.45,94.68,94.45,94.65,NaN,NaN
1525837500,10693.35,10766.25,10689.85,10741.7,94.65,94.75,94,94,NaN,NaN
1525923900,10779.65,10785.55,10705,10716.55,94,94.31,94,94.18,NaN,NaN
1526010300,10741.95,10812.05,10724.45,10806.5,94.18,94.18,94.12,94.12,NaN,NaN
1526269500,10815.15,10834.85,10774.75,10806.6,94.12,94.12,93.91,93.91,NaN,NaN
1526355900,10812.6,10929.2,10781.4,10801.85,93.91,93.91,93.5,93.5,NaN,NaN
1526442300,10751.95,10790.45,10699.7,10741.1,93.5,93.5,93.35,93.35,NaN,NaN
1526528700,10775.6,10777.25,10664.5,10682.7,93.35,95.87,93.35,95.87,NaN,NaN
1526615100,10671.85,10674.95,10589.1,10596.4,95.87,95.87,93.45,93.45,NaN,NaN
1526874300,10616.7,10621.7,10505.8,10516.7,93.45,93.62,93.45,93.61,NaN,NaN
1526960700,10518.45,10558.6,10490.55,10536.7,93.61,93.65,93.55,93.55,NaN,NaN
1527047100,10521.1,10533.55,10417.8,10430.35,93.55,93.55,93.45,93.45,NaN,NaN
1527133500,10464.85,10535.15,10419.8,10513.85,93.45,93.48,93.45,93.45,NaN,NaN
1527219900,10533.05,10628.05,10524,10605.15,93.45,93.7,93.45,93.7,NaN,NaN
1527479100,10648.35,10709.8,10640.55,10688.65,93.7,94.01,93.7,94.01,NaN,NaN
1527565500,10689.4,10717.25,10616.1,10633.3,94.01,94.01,93.8,93.8,NaN,NaN
1527651900,10579,10648.7,10558.45,10614.35,93.8,93.84,93.8,93.8,NaN,NaN
1527738300,10670.1,10763.8,10620.4,10736.15,93.8,93.8,93.65,93.65,NaN,NaN
1527824700,10738.45,10764.75,10681.5,10696.2,93.65,93.65,93.51,93.51,NaN,NaN
1528083900,10765.95,10770.3,10618.35,10628.5,93.51,93.51,93.36,93.36,NaN,NaN
1528170300,10630.7,10633.15,10550.9,10593.15,93.36,93.45,93.36,93.45,NaN,NaN
1528256700,10603.45,10698.35,10587.5,10684.65,93.45,93.65,93.3,93.3,NaN,NaN
1528343100,10722.6,10818,10722.6,10768.35,93.3,93.65,93,93,NaN,NaN
1528429500,10736.4,10779.45,10709.05,10767.65,93,93.12,93,93.12,NaN,NaN
1528688700,10781.85,10850.55,10777.05,10786.95,92.8,92.9,92.8,92.9,NaN,NaN
1528775100,10816.15,10856.55,10789.4,10842.85,92.9,93.22,92.9,92.9,NaN,NaN
1528861500,10887.5,10893.25,10842.65,10856.7,92.9,93.31,92.9,93,NaN,NaN
1528947900,10832.9,10833.7,10773.55,10808.05,93,93.1,93,93.1,NaN,NaN
1529034300,10808.65,10834,10755.4,10817.7,93.1,93.1,93.1,93.1,NaN,NaN
1529293500,10830.2,10830.2,10787.35,10799.85,93.1,93.55,93.1,93.452,NaN,NaN
1529379900,10789.45,10789.45,10701.2,10710.45,93.452,93.49,93.452,93.452,NaN,NaN
1529466300,10734.65,10781.8,10724.05,10772.05,93.452,93.67,93.452,93.56,NaN,NaN
1529552700,10808.45,10809.6,10725.9,10741.1,93.56,93.7,93.56,93.6,NaN,NaN
1529639100,10742.7,10837,10710.45,10821.85,93.6,93.6,93.6,93.6,NaN,NaN
1529898300,10822.9,10831.05,10753.05,10762.45,93.45,93.45,93.4,93.4,NaN,NaN
1529984700,10742.7,10805.25,10732.55,10769.15,93.4,93.6,93.4,93.6,NaN,NaN
1530071100,10785.5,10785.5,10652.4,10671.4,93.6,93.6,93.3,93.3,NaN,NaN
1530157500,10660.8,10674.2,10557.7,10589.1,93.3,93.3,93,93,NaN,NaN
1530243900,10612.85,10723.05,10612.35,10714.3,93,93.5,93,93,NaN,NaN
1530503100,10732.35,10736.15,10604.65,10657.3,93,93.2,93,93.15,NaN,NaN
1530589500,10668.6,10713.3,10630.25,10699.9,93.15,93.15,93,93,NaN,NaN
1530675900,10715,10777.15,10677.75,10769.9,93,93,93,93,NaN,NaN
1530762300,10786.05,10786.05,10726.25,10749.75,93,93,93,93,NaN,NaN
1530848700,10744.15,10816.35,10735.05,10772.65,93,93.17,93,93.17,NaN,NaN
1531107900,10838.3,10860.35,10807.15,10852.9,93.17,93.17,93.17,93.17,NaN,NaN
1531194300,10902.75,10956.9,10876.65,10947.25,93.17,93.17,93.15,93.15,NaN,NaN
1531280700,10956.4,10976.65,10923,10948.3,93.15,93.15,92.8,92.8,NaN,NaN
1531367100,11006.95,11078.3,10999.65,11023.2,92.8,93.55,92.8,93.55,NaN,NaN
1531453500,11056.9,11071.35,10999.75,11018.9,93,93.63,93,93.45,NaN,NaN
1531712700,11018.95,11019.5,10926.25,10936.85,93.45,93.5,93.45,93.5,NaN,NaN
1531799100,10939.65,11018.5,10925.6,11008.05,93.5,93.51,93.5,93.51,NaN,NaN
1531885500,11060.2,11076.2,10956.3,10980.45,93.51,93.51,93.51,93.51,NaN,NaN
1531971900,10999.5,11006.5,10935.45,10957.1,93.51,93.51,93.5,93.5,NaN,NaN
