time,open,high,low,close,"NIFTYSMLCAP50, NSE: Open","NIFTYSMLCAP50, NSE: High","NIFTYSMLCAP50, NSE: Low","NIFTYSMLCAP50, NSE: Close",Volume,Volume MA
1378093500,5480.25,5564.8999,5478.8501,5550.75,NaN,NaN,NaN,NaN,NaN,NaN
1378179900,5574.7002,5580.9502,5323.75,5341.4502,NaN,NaN,NaN,NaN,NaN,NaN
1378266300,5358.6499,5460.25,5318.8999,5448.1001,NaN,NaN,NaN,NaN,NaN,NaN
1378352700,5553.75,5625.75,5552.7002,5592.9502,NaN,NaN,NaN,NaN,NaN,NaN
1378439100,5617.4502,5688.6001,5566.1499,5680.3999,NaN,NaN,NaN,NaN,NaN,NaN
1378784700,5738.5,5904.8501,5738.2002,5896.75,NaN,NaN,NaN,NaN,NaN,NaN
1378871100,5887.25,5924.3501,5832.7002,5913.1499,NaN,NaN,NaN,NaN,NaN,NaN
1378957500,5931.1499,5932,5815.7998,5850.7002,NaN,NaN,NaN,NaN,NaN,NaN
1379043900,5828,5884.2998,5822.8999,5850.6001,NaN,NaN,NaN,NaN,NaN,NaN
1379303100,5930.2998,5957.25,5798.1499,5840.5498,NaN,NaN,NaN,NaN,NaN,NaN
1379389500,5824.2002,5857.7998,5804.8999,5850.2002,NaN,NaN,NaN,NaN,NaN,NaN
1379475900,5872.75,5916.8999,5840.2002,5899.4502,NaN,NaN,NaN,NaN,NaN,NaN
1379562300,6044.1499,6142.5,6040.1499,6115.5498,NaN,NaN,NaN,NaN,NaN,NaN
1379648700,6104.5498,6130.9502,5932.8501,6012.1001,NaN,NaN,NaN,NaN,NaN,NaN
1379907900,5945.7998,5989.3999,5871.3999,5889.75,NaN,NaN,NaN,NaN,NaN,NaN
1379994300,5855,5938.3999,5854.5498,5892.4502,NaN,NaN,NaN,NaN,NaN,NaN
1380080700,5901.5498,5910.5498,5811.1001,5873.8501,NaN,NaN,NaN,NaN,NaN,NaN
1380167100,5872.7998,5917.6499,5864.1001,5882.25,NaN,NaN,NaN,NaN,NaN,NaN
1380253500,5905.5498,5909.2002,5819.2998,5833.2002,NaN,NaN,NaN,NaN,NaN,NaN
1380512700,5801.0498,5810.2002,5718.5,5735.2998,NaN,NaN,NaN,NaN,NaN,NaN
1380599100,5756.1001,5786.4502,5700.9502,5780.0498,NaN,NaN,NaN,NaN,NaN,NaN
1380771900,5819.1001,5917.6001,5802.7002,5909.7002,NaN,NaN,NaN,NaN,NaN,NaN
1380858300,5891.2998,5950.4502,5885,5907.2998,NaN,NaN,NaN,NaN,NaN,NaN
1381117500,5889.0498,5912,5825.8501,5906.1499,NaN,NaN,NaN,NaN,NaN,NaN
1381203900,5975,5981.7002,5913,5928.3999,NaN,NaN,NaN,NaN,NaN,NaN
1381290300,5893.25,6015.5,5877.1001,6007.4502,NaN,NaN,NaN,NaN,NaN,NaN
1381376700,6001.0498,6033.9502,5979.7998,6020.9502,NaN,NaN,NaN,NaN,NaN,NaN
1381463100,6104.8501,6107.6001,6046.3999,6096.2002,NaN,NaN,NaN,NaN,NaN,NaN
1381722300,6093,6124.1001,6082.8999,6112.7002,NaN,NaN,NaN,NaN,NaN,NaN
1381808700,6147.5498,6156.2998,6056.5498,6089.0498,NaN,NaN,NaN,NaN,NaN,NaN
1381981500,6098.5,6110.75,6032.5498,6045.8501,NaN,NaN,NaN,NaN,NaN,NaN
1382067900,6070.8999,6201.4502,6070.8999,6189.3501,NaN,NaN,NaN,NaN,NaN,NaN
1382327100,6202,6218.9502,6163.2998,6204.9502,NaN,NaN,NaN,NaN,NaN,NaN
1382413500,6192.2998,6220.1001,6181.7998,6202.7998,NaN,NaN,NaN,NaN,NaN,NaN
1382499900,6209.5498,6217.9502,6116.6001,6178.3501,NaN,NaN,NaN,NaN,NaN,NaN
1382586300,6162.7998,6252.4502,6142.9502,6164.3501,NaN,NaN,NaN,NaN,NaN,NaN
1382672700,6154,6174.75,6125.9502,6144.8999,NaN,NaN,NaN,NaN,NaN,NaN
1382931900,6155.1001,6168.75,6094.1001,6101.1001,NaN,NaN,NaN,NaN,NaN,NaN
1383018300,6107.5498,6228.0498,6079.2002,6220.8999,NaN,NaN,NaN,NaN,NaN,NaN
1383104700,6230.7998,6269.2002,6222.6001,6251.7002,NaN,NaN,NaN,NaN,NaN,NaN
1383191100,6237.1499,6309.0498,6235.8999,6299.1499,NaN,NaN,NaN,NaN,NaN,NaN
1383277500,6289.75,6332.6001,6286.9502,6307.2002,NaN,NaN,NaN,NaN,NaN,NaN
1383623100,6282.1499,6304.75,6244.2998,6253.1499,NaN,NaN,NaN,NaN,NaN,NaN
1383709500,6260.5498,6269.7002,6208.7002,6215.1499,NaN,NaN,NaN,NaN,NaN,NaN
1383795900,6228.8999,6288.9502,6180.7998,6187.25,NaN,NaN,NaN,NaN,NaN,NaN
1383882300,6170.1499,6185.1499,6120.9502,6140.75,NaN,NaN,NaN,NaN,NaN,NaN
1384141500,6110.3999,6141.6499,6067.75,6078.7998,NaN,NaN,NaN,NaN,NaN,NaN
1384227900,6087.25,6108.7002,6011.75,6018.0498,NaN,NaN,NaN,NaN,NaN,NaN
1384314300,5998.8501,6042.25,5972.4502,5989.6001,NaN,NaN,NaN,NaN,NaN,NaN
1384400700,6037,6101.6499,6036.6499,6056.1499,NaN,NaN,NaN,NaN,NaN,NaN
1384746300,6111.0498,6196.7998,6110.3999,6189,NaN,NaN,NaN,NaN,NaN,NaN
1384832700,6197.25,6212.3999,6180.2002,6203.3501,NaN,NaN,NaN,NaN,NaN,NaN
1384919100,6186.8501,6204.3501,6106.9502,6122.8999,NaN,NaN,NaN,NaN,NaN,NaN
1385005500,6096.5,6097.3501,5985.3999,5999.0498,NaN,NaN,NaN,NaN,NaN,NaN
1385091900,6027.3501,6049.6001,5972.7998,5995.4502,NaN,NaN,NaN,NaN,NaN,NaN
1385351100,6035.9502,6123.5,6035.9502,6115.3501,NaN,NaN,NaN,NaN,NaN,NaN
1385437500,6099.25,6112.7002,6047.75,6059.1001,NaN,NaN,NaN,NaN,NaN,NaN
1385523900,6062.7002,6074,6030.2998,6057.1001,NaN,NaN,NaN,NaN,NaN,NaN
1385610300,6092,6112.9502,6068.2998,6091.8501,NaN,NaN,NaN,NaN,NaN,NaN
1385696700,6103.8999,6182.5,6103.7998,6176.1001,NaN,NaN,NaN,NaN,NaN,NaN
1385955900,6171.1499,6228.7002,6171.1499,6217.8501,NaN,NaN,NaN,NaN,NaN,NaN
1386042300,6204.25,6225.3999,6191.3999,6201.8501,NaN,NaN,NaN,NaN,NaN,NaN
1386128700,6187.9502,6209.1499,6149.8999,6160.9502,NaN,NaN,NaN,NaN,NaN,NaN
1386215100,6262.4502,6300.5498,6232,6241.1001,NaN,NaN,NaN,NaN,NaN,NaN
1386301500,6234.3999,6275.3501,6230.75,6259.8999,NaN,NaN,NaN,NaN,NaN,NaN
1386560700,6415,6415.25,6345,6363.8999,NaN,NaN,NaN,NaN,NaN,NaN
1386647100,6354.7002,6362.25,6307.5498,6332.8501,NaN,NaN,NaN,NaN,NaN,NaN
1386733500,6307.2002,6326.6001,6280.25,6307.8999,NaN,NaN,NaN,NaN,NaN,NaN
1386819900,6276.75,6286.8501,6230.5498,6237.0498,NaN,NaN,NaN,NaN,NaN,NaN
1386906300,6201.2998,6208.6001,6161.3999,6168.3999,NaN,NaN,NaN,NaN,NaN,NaN
1387165500,6168.3501,6183.25,6146.0498,6154.7002,NaN,NaN,NaN,NaN,NaN,NaN
1387251900,6178.2002,6190.5498,6133,6139.0498,NaN,NaN,NaN,NaN,NaN,NaN
1387338300,6129.9502,6236,6129.9502,6217.1499,NaN,NaN,NaN,NaN,NaN,NaN
1387424700,6253.8999,6263.75,6150.7002,6166.6499,NaN,NaN,NaN,NaN,NaN,NaN
1387511100,6179.9502,6284.5,6170.3501,6274.25,NaN,NaN,NaN,NaN,NaN,NaN
1387770300,6267.2002,6317.5,6266.9502,6284.5,NaN,NaN,NaN,NaN,NaN,NaN
1387856700,6296.4502,6301.5,6262,6268.3999,NaN,NaN,NaN,NaN,NaN,NaN
1388029500,6270.1001,6302.75,6259.4502,6278.8999,NaN,NaN,NaN,NaN,NaN,NaN
1388115900,6292.7998,6324.8999,6289.3999,6313.7998,NaN,NaN,NaN,NaN,NaN,NaN
1388375100,6336.3999,6344.0498,6273.1499,6291.1001,NaN,NaN,NaN,NaN,NaN,NaN
1388461500,6307.3501,6317.2998,6287.2998,6304,NaN,NaN,NaN,NaN,NaN,NaN
1388547900,6323.7998,6327.2002,6298.25,6301.6499,NaN,NaN,NaN,NaN,NaN,NaN
1388634300,6301.25,6358.2998,6211.2998,6221.1499,NaN,NaN,NaN,NaN,NaN,NaN
1388720700,6194.5498,6221.7002,6171.25,6211.1499,NaN,NaN,NaN,NaN,NaN,NaN
1388979900,6220.8501,6224.7002,6170.25,6191.4502,NaN,NaN,NaN,NaN,NaN,NaN
1389066300,6203.8999,6221.5,6144.75,6162.25,NaN,NaN,NaN,NaN,NaN,NaN
1389152700,6178.0498,6192.1001,6160.3501,6174.6001,NaN,NaN,NaN,NaN,NaN,NaN
1389239100,6181.7002,6188.0498,6148.25,6168.3501,NaN,NaN,NaN,NaN,NaN,NaN
1389325500,6178.8501,6239.1001,6139.6001,6171.4502,NaN,NaN,NaN,NaN,NaN,NaN
1389584700,6189.5498,6288.2002,6189.5498,6272.75,NaN,NaN,NaN,NaN,NaN,NaN
1389671100,6260.25,6280.3501,6234.1499,6241.8501,NaN,NaN,NaN,NaN,NaN,NaN
1389757500,6265.9502,6325.2002,6265.2998,6320.8999,NaN,NaN,NaN,NaN,NaN,NaN
1389843900,6341.3501,6346.5,6299.8501,6318.8999,NaN,NaN,NaN,NaN,NaN,NaN
1389930300,6306.25,6327.1001,6246.3501,6261.6499,NaN,NaN,NaN,NaN,NaN,NaN
1390189500,6261.75,6307.4502,6243.3501,6303.9502,NaN,NaN,NaN,NaN,NaN,NaN
1390275900,6320.1499,6330.2998,6297.8999,6313.7998,NaN,NaN,NaN,NaN,NaN,NaN
1390362300,6309.0498,6349.9502,6287.4502,6338.9502,NaN,NaN,NaN,NaN,NaN,NaN
1390448700,6325.9502,6355.6001,6316.3999,6345.6499,NaN,NaN,NaN,NaN,NaN,NaN
1390535100,6301.6499,6331.4502,6263.8999,6266.75,NaN,NaN,NaN,NaN,NaN,NaN
1390794300,6186.2998,6188.5498,6130.25,6135.8501,NaN,NaN,NaN,NaN,NaN,NaN
1390880700,6131.8501,6163.6001,6085.9502,6126.25,NaN,NaN,NaN,NaN,NaN,NaN
1390967100,6161,6170.4502,6109.7998,6120.25,NaN,NaN,NaN,NaN,NaN,NaN
1391053500,6067,6082.8501,6027.25,6073.7002,NaN,NaN,NaN,NaN,NaN,NaN
1391139900,6082.75,6097.8501,6067.3501,6089.5,NaN,NaN,NaN,NaN,NaN,NaN
1391399100,6058.7998,6074.8501,5994.4502,6001.7998,NaN,NaN,NaN,NaN,NaN,NaN
1391485500,5947.6001,6017.7998,5933.2998,6000.8999,NaN,NaN,NaN,NaN,NaN,NaN
1391571900,6004.25,6028.0498,5962.0498,6022.3999,NaN,NaN,NaN,NaN,NaN,NaN
1391658300,6028.3501,6048.3501,5965.3999,6036.2998,NaN,NaN,NaN,NaN,NaN,NaN
1391744700,6077.6499,6079.9502,6030.8999,6063.2002,NaN,NaN,NaN,NaN,NaN,NaN
1392003900,6072.7998,6083.0498,6046.3999,6053.4502,NaN,NaN,NaN,NaN,NaN,NaN
1392090300,6072.4502,6081.8501,6053.25,6062.7002,NaN,NaN,NaN,NaN,NaN,NaN
1392176700,6085.3501,6106.6001,6077.3999,6084,NaN,NaN,NaN,NaN,NaN,NaN
1392263100,6087.5498,6094.3999,5991.1001,6001.1001,NaN,NaN,NaN,NaN,NaN,NaN
1392349500,6023.75,6056.3999,5984.6001,6048.3501,NaN,NaN,NaN,NaN,NaN,NaN
1392608700,6057.1001,6080.6499,6038.2998,6073.2998,NaN,NaN,NaN,NaN,NaN,NaN
1392695100,6071.2998,6141.7002,6066.7998,6127.1001,NaN,NaN,NaN,NaN,NaN,NaN
1392781500,6132.0498,6160.3501,6125.75,6152.75,NaN,NaN,NaN,NaN,NaN,NaN
1392867900,6127.1499,6129.1001,6086.4502,6091.4502,NaN,NaN,NaN,NaN,NaN,NaN
1392954300,6108.2998,6159.6499,6108,6155.4502,NaN,NaN,NaN,NaN,NaN,NaN
1393213500,6140.9502,6191.8501,6130.7998,6186.1001,NaN,NaN,NaN,NaN,NaN,NaN
1393299900,6205.7002,6216.8501,6176.6001,6200.0498,NaN,NaN,NaN,NaN,NaN,NaN
1393386300,6202.4502,6245.9502,6202.1001,6238.7998,NaN,NaN,NaN,NaN,NaN,NaN
1393559100,6228.4502,6282.7002,6228.1001,6276.9502,NaN,NaN,NaN,NaN,NaN,NaN
1393818300,6264.3501,6277.75,6212.25,6221.4502,NaN,NaN,NaN,NaN,NaN,NaN
1393904700,6216.75,6302.1499,6215.7002,6297.9502,NaN,NaN,NaN,NaN,NaN,NaN
1393991100,6328.4502,6336.25,6287.7998,6328.6499,NaN,NaN,NaN,NaN,NaN,NaN
1394077500,6344.75,6406.6001,6339.7002,6401.1499,NaN,NaN,NaN,NaN,NaN,NaN
1394163900,6413.9502,6537.7998,6413.5498,6526.6499,NaN,NaN,NaN,NaN,NaN,NaN
1394423100,6491.7002,6562.2002,6487.3501,6537.25,NaN,NaN,NaN,NaN,NaN,NaN
1394509500,6537.3501,6562.8501,6494.25,6511.8999,NaN,NaN,NaN,NaN,NaN,NaN
1394595900,6497.5,6546.1499,6487.2998,6516.8999,NaN,NaN,NaN,NaN,NaN,NaN
1394682300,6491.75,6561.4502,6476.6499,6493.1001,NaN,NaN,NaN,NaN,NaN,NaN
1394768700,6447.25,6518.4502,6432.7002,6504.2002,NaN,NaN,NaN,NaN,NaN,NaN
1395114300,6532.4502,6574.9502,6497.6499,6516.6499,NaN,NaN,NaN,NaN,NaN,NaN
1395200700,6530,6541.2002,6506,6524.0498,NaN,NaN,NaN,NaN,NaN,NaN
1395287100,6508.3501,6523.6499,6473.25,6483.1001,NaN,NaN,NaN,NaN,NaN,NaN
1395373500,6515.2002,6522.8999,6485.7002,6493.2002,NaN,NaN,NaN,NaN,NaN,NaN
1395632700,6510.5,6591.5,6510.5,6583.5,NaN,NaN,NaN,NaN,NaN,NaN
1395719100,6550.1001,6595.5498,6544.8501,6589.75,NaN,NaN,NaN,NaN,NaN,NaN
1395805500,6615.6499,6627.4502,6580.6001,6601.3999,NaN,NaN,NaN,NaN,NaN,NaN
1395891900,6613.1001,6673.9502,6599.5,6641.75,NaN,NaN,NaN,NaN,NaN,NaN
1395978300,6673.0498,6702.6001,6643.7998,6695.8999,NaN,NaN,NaN,NaN,NaN,NaN
1396237500,6723.1499,6730.0498,6662.3999,6704.2002,NaN,NaN,NaN,NaN,NaN,NaN
1396323900,6729.5,6732.25,6675.4502,6721.0498,NaN,NaN,NaN,NaN,NaN,NaN
1396410300,6757.6001,6763.5,6723.6001,6752.5498,NaN,NaN,NaN,NaN,NaN,NaN
1396496700,6772.0498,6776.75,6696.8999,6736.1001,NaN,NaN,NaN,NaN,NaN,NaN
1396583100,6741.8501,6741.8501,6685.1499,6694.3501,NaN,NaN,NaN,NaN,NaN,NaN
1396842300,6694.25,6725.1499,6650.3999,6695.0498,NaN,NaN,NaN,NaN,NaN,NaN
1397015100,6722,6808.7002,6705.1001,6796.2002,NaN,NaN,NaN,NaN,NaN,NaN
1397101500,6803.0498,6819.0498,6777.2998,6796.3999,NaN,NaN,NaN,NaN,NaN,NaN
1397187900,6758.3501,6789.3501,6743.1499,6776.2998,NaN,NaN,NaN,NaN,NaN,NaN
1397533500,6792.7002,6813.3999,6711.75,6733.1001,NaN,NaN,NaN,NaN,NaN,NaN
1397619900,6727.25,6748.6499,6665.1499,6675.2998,NaN,NaN,NaN,NaN,NaN,NaN
1397706300,6695.4502,6783.0498,6684.3999,6779.3999,NaN,NaN,NaN,NaN,NaN,NaN
1398051900,6789.25,6825.4502,6786.8999,6817.6499,NaN,NaN,NaN,NaN,NaN,NaN
1398138300,6822.8999,6838,6806.25,6815.3501,NaN,NaN,NaN,NaN,NaN,NaN
1398224700,6823.25,6861.6001,6820.75,6840.7998,NaN,NaN,NaN,NaN,NaN,NaN
1398397500,6855.7998,6869.8501,6772.8501,6782.75,NaN,NaN,NaN,NaN,NaN,NaN
1398656700,6778.5498,6786.25,6750.2998,6761.25,NaN,NaN,NaN,NaN,NaN,NaN
1398743100,6769,6779.7002,6708.6499,6715.25,NaN,NaN,NaN,NaN,NaN,NaN
1398829500,6724.9502,6780.1499,6656.7998,6696.3999,NaN,NaN,NaN,NaN,NaN,NaN
1399002300,6709.9502,6737.6499,6689.5,6694.7998,NaN,NaN,NaN,NaN,NaN,NaN
1399261500,6681.6499,6741.0498,6680.4502,6699.3501,NaN,NaN,NaN,NaN,NaN,NaN
1399347900,6719.25,6743.4502,6701.8999,6715.2998,NaN,NaN,NaN,NaN,NaN,NaN
1399434300,6708.6001,6718.75,6642.8999,6652.5498,NaN,NaN,NaN,NaN,NaN,NaN
1399520700,6669.8999,6688.3999,6638.5498,6659.8501,NaN,NaN,NaN,NaN,NaN,NaN
1399607100,6654.1499,6871.3501,6652.1499,6858.7998,NaN,NaN,NaN,NaN,NaN,NaN
1399866300,6863.3999,7020.0498,6862.8999,7014.25,NaN,NaN,NaN,NaN,NaN,NaN
1399952700,7080,7172.3501,7067.1499,7108.75,NaN,NaN,NaN,NaN,NaN,NaN
1400039100,7112,7142.25,7080.8999,7108.75,NaN,NaN,NaN,NaN,NaN,NaN
1400125500,7111.2998,7152.5498,7082.5498,7123.1499,NaN,NaN,NaN,NaN,NaN,NaN
1400211900,7270.2002,7563.5,7130.6499,7203,NaN,NaN,NaN,NaN,NaN,NaN
1400471100,7276.8501,7291.1001,7193.5498,7263.5498,NaN,NaN,NaN,NaN,NaN,NaN
1400557500,7309.9502,7353.6499,7247.7002,7275.5,NaN,NaN,NaN,NaN,NaN,NaN
1400643900,7274.8501,7287.1499,7206.7002,7252.8999,NaN,NaN,NaN,NaN,NaN,NaN
1400730300,7289.9502,7319.5498,7258.1499,7276.3999,NaN,NaN,NaN,NaN,NaN,NaN
1400816700,7306.5,7381,7293.8999,7367.1001,NaN,NaN,NaN,NaN,NaN,NaN
1401075900,7428.75,7504,7269.0498,7359.0498,NaN,NaN,NaN,NaN,NaN,NaN
1401162300,7363.1001,7372.9502,7274.75,7318,NaN,NaN,NaN,NaN,NaN,NaN
1401248700,7324.9502,7344.75,7302.6001,7329.6499,NaN,NaN,NaN,NaN,NaN,NaN
1401335100,7316.6001,7325.3999,7224.3999,7235.6499,NaN,NaN,NaN,NaN,NaN,NaN
1401421500,7254.8501,7272.5,7118.4502,7229.9502,NaN,NaN,NaN,NaN,NaN,NaN
1401680700,7264.0498,7368.6001,7239.5,7362.5,NaN,NaN,NaN,NaN,NaN,NaN
1401767100,7375.3501,7424.9502,7342.1499,7415.8501,NaN,NaN,NaN,NaN,NaN,NaN
1401853500,7417.5498,7433.2998,7391.3501,7402.25,NaN,NaN,NaN,NaN,NaN,NaN
1401939900,7399.75,7484.7002,7360.5,7474.1001,NaN,NaN,NaN,NaN,NaN,NaN
1402026300,7521.5,7592.7002,7497.6499,7583.3999,NaN,NaN,NaN,NaN,NaN,NaN
1402285500,7621.6499,7673.7002,7580.25,7654.6001,NaN,NaN,NaN,NaN,NaN,NaN
1402371900,7679.0498,7683.2002,7579.2998,7656.3999,NaN,NaN,NaN,NaN,NaN,NaN
1402458300,7672.3999,7700.0498,7589.0498,7626.8501,NaN,NaN,NaN,NaN,NaN,NaN
1402544700,7641.2998,7658,7593.7998,7649.8999,NaN,NaN,NaN,NaN,NaN,NaN
1402631100,7668.2002,7678.5,7525.3501,7542.1001,NaN,NaN,NaN,NaN,NaN,NaN
1402890300,7534.7998,7548.6001,7487.5498,7533.5498,NaN,NaN,NaN,NaN,NaN,NaN
1402976700,7525.0498,7637.6001,7509.25,7631.7002,NaN,NaN,NaN,NaN,NaN,NaN
1403063100,7636.0498,7663,7515.5,7558.2002,NaN,NaN,NaN,NaN,NaN,NaN
1403149500,7580.0498,7606.4502,7502.5498,7540.7002,NaN,NaN,NaN,NaN,NaN,NaN
1403235900,7543.2998,7560.5498,7497.2998,7511.4502,NaN,NaN,NaN,NaN,NaN,NaN
1403495100,7514,7534.7998,7441.6001,7493.3501,NaN,NaN,NaN,NaN,NaN,NaN
1403581500,7515.2002,7593.3501,7515.2002,7580.2002,NaN,NaN,NaN,NaN,NaN,NaN
1403667900,7588.5498,7589.25,7557.0498,7569.25,NaN,NaN,NaN,NaN,NaN,NaN
1403754300,7554.1001,7570.2002,7481.2998,7493.2002,NaN,NaN,NaN,NaN,NaN,NaN
1403840700,7514.2002,7538.75,7482.2998,7508.7998,NaN,NaN,NaN,NaN,NaN,NaN
1404099900,7534.0498,7623.6499,7531.6001,7611.3501,NaN,NaN,NaN,NaN,NaN,NaN
1404186300,7629,7649.5,7618.1499,7634.7002,NaN,NaN,NaN,NaN,NaN,NaN
1404272700,7683.0498,7732.3999,7677.2998,7725.1499,NaN,NaN,NaN,NaN,NaN,NaN
1404359100,7734.3501,7754.6499,7706.7998,7714.7998,NaN,NaN,NaN,NaN,NaN,NaN
1404445500,7718.1001,7758,7661.2998,7751.6001,NaN,NaN,NaN,NaN,NaN,NaN
1404704700,7780.3999,7792,7755.1001,7787.1499,NaN,NaN,NaN,NaN,NaN,NaN
1404791100,7804.0498,7808.8501,7595.8999,7623.2002,NaN,NaN,NaN,NaN,NaN,NaN
