time,open,high,low,close,"COPPER1!, MCX: Open","COPPER1!, MCX: High","COPPER1!, MCX: Low","COPPER1!, MCX: Close",Volume,Volume MA
1478490300,8535.75,8535.8496,8481.4502,8497.0498,335,341.4,334.95,341.15,NaN,NaN
1478576700,8540,8559.4004,8480.0996,8543.5498,342,349.25,337.6,348.8,NaN,NaN
1478663100,8067.5,8476.2002,8002.25,8432,345.4,361.1,343.2,360.75,NaN,NaN
1478749500,8555.5996,8598.4502,8510.7002,8525.75,367.2,379.6,367.2,376.65,NaN,NaN
1478835900,8456.6504,8460.5996,8284.9502,8296.2998,377.9,405.2,372.35,374.65,NaN,NaN
1479181500,8284.8496,8288.5498,8093.2002,8108.4502,377.45,379.05,363.2,374.65,NaN,NaN
1479267900,8205.6504,8210.0498,8089.3999,8111.6001,372.4,376.8,366.8,370.05,NaN,NaN
1479354300,8105.1001,8151.25,8060.2998,8079.9502,367.85,374.8,365.6,372.7,NaN,NaN
1479440700,8097.5498,8128.9502,8048.2998,8074.1001,369.9,374.35,367.7,371.1,NaN,NaN
1479699900,8102.1001,8102.4502,7916.3999,7929.1001,372.4,380.9,372.4,378.45,NaN,NaN
1479786300,7989.1499,8019.0498,7938.1499,8002.2998,380.8,386.85,379.9,383.2,NaN,NaN
1479872700,8051.2002,8055.2002,7973.1001,8033.2998,383.6,397.7,381.5,395.85,NaN,NaN
1479959100,8011.7998,8024.8501,7952.5498,7965.5,397,408.5,397,402.45,NaN,NaN
1480045500,8007.9502,8122.25,7976.75,8114.2998,401.6,404.6,398.25,403.75,NaN,NaN
1480304700,8080.6499,8146.5,8066.5,8126.8999,405.4,414.8,399.5,400.65,NaN,NaN
1480391100,8131.5498,8197.3496,8128.7002,8142.1499,399.95,402.6,395,398,NaN,NaN
1480477500,8172.1499,8234.25,8139.25,8224.5,394.95,403.4,388.95,399.95,NaN,NaN
1480563900,8244,8250.7998,8185.0498,8192.9004,400.25,404.4,396.5,399.6,NaN,NaN
1480650300,8153.5498,8159.2998,8070.0498,8086.7998,397.9,398.3,393.4,396.7,NaN,NaN
1480909500,8088.75,8141.8999,8056.8501,8128.75,399.7,409.85,399.1,406.7,NaN,NaN
1480995900,8153.1499,8178.7002,8130.8501,8143.1499,405.45,405.45,398.4,401,NaN,NaN
1481082300,8168.3999,8190.4502,8077.5,8102.0498,401.05,406.85,393.1,395.55,NaN,NaN
1481168700,8152.1001,8256.25,8151.75,8246.8496,396.05,398.4,390.75,392.5,NaN,NaN
1481255100,8271.7002,8274.9502,8241.9502,8261.75,395,398.4,393.5,396.3,NaN,NaN
1481514300,8230.6504,8230.6504,8154.4502,8170.7998,392.7,394.2,390.85,391.3,NaN,NaN
1481600700,8196.1504,8228.8496,8155.7998,8221.7998,390.55,393.65,384.4,388.9,NaN,NaN
1481687100,8229.3496,8229.4004,8165.1001,8182.4502,387.45,391.45,384.8,389.6,NaN,NaN
1481773500,8128.3999,8225.9004,8121.9502,8153.6001,391.5,394.6,387.1,391.65,NaN,NaN
1481859900,8178.2002,8178.7002,8127.4502,8139.4502,390.7,392.1,384,385.2,NaN,NaN
1482119100,8126,8132.5,8094.8501,8104.3501,383,383.3,372.45,375.65,NaN,NaN
1482205500,8110.6001,8124.1001,8062.75,8082.3999,375.2,378.3,373.4,377.05,NaN,NaN
1482291900,8105.8501,8112.5498,8053.25,8061.2998,377.4,378.5,374.85,375.3,NaN,NaN
1482378300,8043.8501,8046.4502,7964.9502,7979.1001,375.3,377.2,370.25,376.55,NaN,NaN
1482464700,7972.5,8022.6001,7942.0498,7985.75,375,377.6,372.5,372.9,NaN,NaN
1482723900,7965.1001,7970.0498,7893.7998,7908.25,370.65,370.9,365,369.9,NaN,NaN
1482810300,7915.0498,8044.6499,7903.7002,8032.8501,369.8,380.9,369.8,379,NaN,NaN
1482896700,8047.5498,8100.5498,8028.3999,8034.8501,380.1,382.3,375.5,378.25,NaN,NaN
1482983100,8030.6001,8111.1001,8020.7998,8103.6001,378.1,380.5,373.9,374.4,NaN,NaN
1483069500,8119.6499,8197,8114.75,8185.7998,375.5,378.6,375.2,376.8,NaN,NaN
1483328700,8210.0996,8212,8133.7998,8179.5,380,380,376.05,378.3,NaN,NaN
1483415100,8196.0498,8219.0996,8148.6001,8192.25,379.7,384.15,376.1,376.6,NaN,NaN
1483501500,8202.6504,8218.5,8180.8999,8190.5,377.15,385.5,376.9,384.05,NaN,NaN
1483587900,8226.6504,8282.6504,8223.7002,8273.7998,384.2,388,379.5,380.45,NaN,NaN
1483674300,8281.8496,8306.8496,8233.25,8243.7998,378.6,384,378.4,383.55,NaN,NaN
1483933500,8259.3496,8263,8227.75,8236.0498,384.05,384.7,380.1,382.95,NaN,NaN
1484019900,8262.7002,8293.7998,8261,8288.5996,384.5,396.7,384.4,395.15,NaN,NaN
1484106300,8327.7998,8389,8322.25,8380.6504,395.7,397.15,392.35,393.25,NaN,NaN
1484192700,8391.0498,8417.2002,8382.2998,8407.2002,392.15,402.5,391.85,401.9,NaN,NaN
1484279100,8457.6504,8461.0498,8373.1504,8400.3496,401.1,405.65,398.25,405.25,NaN,NaN
1484538300,8390.9502,8426.7002,8374.4004,8412.7998,401.65,405.9,399.6,400.05,NaN,NaN
