,Company Name,Market_Cap,weights,index
0,Avanti Feeds,8507.18,0.794877089579921,BOM512573
1,Apex Frozen,1154.69,0.10788964457870164,BOM540692
2,Waterbase,526.12,0.049158561870065995,BOM523660
3,Coastal Corp,319.3,0.029834123023477672,BOM501831
4,Zeal Aqua,170.82,0.015960741919418903,BOM539963
5,BKV Industries,17.67,0.0016510145750856576,BOM519500
6,Shantanu Sheo,6.73,0.0006288244533291723,BOM531925
