,Company Name,Market_Cap,weights,index
0,Greenply Ind,2378.97,0.19334821729720328,BOM526797
1,Duroply Industr,68.03,0.005529064772875967,BOM516003
2,Archidply Ind,66.35,0.005392524587392627,BOM532994
3,Milestone Furni,27.57,0.002240721972485527,BOM541337
4,Bloom Dekor,6.51,0.0005290932187479427,BOM526225
