,Company Name,Market_Cap,weights
0,Lakshmi Machine      ,8426.75,0.9047013226831573
1,Stovec Ind      ,562.09,0.0603463454436142
2,Integra Engg      ,193.49,0.020773211371639615
3,Indian Card      ,132.07,0.014179120501588937
