,Company Name,Market_Cap,weights
0,Kanpur Plast      ,391.59,0.6628019160136085
1,RDB Rasayans      ,163.15,0.27614630761158415
2,Rishi Techtex      ,22.17,0.037524754151080725
3,Jumbo Bag      ,13.9,0.02352702222372675
