,Company Name,Market_Cap,weights
0,Federal-Mogul      ,1692.89,0.7599613934279044
1,Samkrg Pistons      ,196.7,0.08830131082779671
2,IP Rings      ,195.21,0.08763242952056023
3,Menon Pistons      ,142.8,0.06410486622373855
