,Company Name,Market_Cap,weights
0,Hathway Cable      ,4513.77,0.38819146365271184
1,Dish TV      ,2551.98,0.21947437539184483
2,Den Networks      ,2460.09,0.21157168792769676
3,GTPL Hathway      ,2094.62,0.1801406814251154
4,Catvision      ,7.23,0.0006217916026313052
