,Company Name,Market_Cap,weights
0,Elgi Equipments      ,6529.91,0.4020603258888549
1,Ingersoll Rand      ,3206.2,0.19741249371964492
2,Kirloskar Pneum      ,2518.34,0.15505950328548768
3,Shakti Pumps      ,1394.13,0.08583952338262385
4,Dynamatic Tech      ,1005.12,0.06188735752214132
5,WPIL      ,1004.15,0.06182763257706364
6,Roto Pumps      ,308.77,0.01901161988828356
7,Veljan Denison      ,274.5,0.016901543735899985
