,Company Name,Market_Cap,weights
0,Bajaj Auto      ,111342.64,0.563630638830365
1,Hero Motocorp      ,56380.71,0.2854063420358054
2,TVS Motor      ,27467.16,0.13904226572727077
3,WARDWIZARD INNO      ,1534.93,0.0077700113492898334
4,Atul Auto      ,464.76,0.002352674372574608
5,Scooters India      ,355.2,0.0017980676846942522
