,Company Name,Market_Cap,weights
0,Vikas Life      ,425.43,0.5048355899419729
1,Resonance      ,198.79,0.23589372381958204
2,Deep Polymers L      ,148.28,0.17595614149588826
3,Polylink Polyme      ,50.41,0.05981891753984169
4,Rajnish Wellnes      ,10.96,0.013005660310189746
5,Sanathnagar Ent      ,8.84,0.010489966892525305
